"playerID","yearsActiveBatting","GBatting","AB","R","H","2B","3B","HR","RBI","SO","yearsActiveFielding","GFielding","PO","A","E","DP","PB","SB","CS","yearsActivePitching","W","L","GPitching","SHO","SV","IPOuts","HA","ER","HRA","BB","SOF","BFP","debut","inducted"
"crandde01","16","1586","5070","590","1286","179","18","181","661","488","16","1525","7525","775","91","129","60","290","244",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"N"
"crandde01","16","1586","5070","590","1286","179","18","181","661","488","16","1525","7525","775","91","129","60","290","244",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"N"
"crandde01","16","1586","5070","590","1286","179","18","181","661","488","16","1525","7525","775","91","129","60","290","244",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"N"
"cravaga01","11","1225","3967","577","1136","233","84","119","720","520","11","1100","1686","176","111","28","0","0","0",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"N"
"cravaga01","11","1225","3967","577","1136","233","84","119","720","520","11","1100","1686","176","111","28","0","0","0",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"N"
"cravaga01","11","1225","3967","577","1136","233","84","119","720","520","11","1100","1686","176","111","28","0","0","0",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"N"
"cravaga01","11","1225","3967","577","1136","233","84","119","720","520","11","1100","1686","176","111","28","0","0","0",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"N"
"cravaga01","11","1225","3967","577","1136","233","84","119","720","520","11","1100","1686","176","111","28","0","0","0",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"N"
"crawfsa01","19","2534","9640","1398","2978","463","309","98","1533","110","19","2468","5141","362","178","118","0","0","0",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"N"
"crawfsa01","19","2534","9640","1398","2978","463","309","98","1533","110","19","2468","5141","362","178","118","0","0","0",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"N"
"crawfsa01","19","2534","9640","1398","2978","463","309","98","1533","110","19","2468","5141","362","178","118","0","0","0",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"N"
"crawfsa01","19","2534","9640","1398","2978","463","309","98","1533","110","19","2468","5141","362","178","118","0","0","0",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"N"
"crawfsa01","19","2534","9640","1398","2978","463","309","98","1533","110","19","2468","5141","362","178","118","0","0","0",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"N"
"crawfsa01","19","2534","9640","1398","2978","463","309","98","1533","110","19","2468","5141","362","178","118","0","0","0",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"N"
"crawfsa01","19","2534","9640","1398","2978","463","309","98","1533","110","19","2468","5141","362","178","118","0","0","0",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"N"
"crawfsa01","19","2534","9640","1398","2978","463","309","98","1533","110","19","2468","5141","362","178","118","0","0","0",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"Y"
"crigelo01","16","1020","3228","338","715","86","50","11","346","3","16","1004","4510","1355","182","112","120","9","3",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"N"
"crigelo01","16","1020","3228","338","715","86","50","11","346","3","16","1004","4510","1355","182","112","120","9","3",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"N"
"crigelo01","16","1020","3228","338","715","86","50","11","346","3","16","1004","4510","1355","182","112","120","9","3",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"N"
"crigelo01","16","1020","3228","338","715","86","50","11","346","3","16","1004","4510","1355","182","112","120","9","3",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"N"
"crigelo01","16","1020","3228","338","715","86","50","11","346","3","16","1004","4510","1355","182","112","120","9","3",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"N"
"crigelo01","16","1020","3228","338","715","86","50","11","346","3","16","1004","4510","1355","182","112","120","9","3",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"N"
"critzhu01","12","1483","5952","834","1594","195","95","38","531","257","12","1460","3467","5163","234","964","0","0","0",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"N"
"cronijo01","20","2129","7601","1234","2292","515","118","170","1426","702","20","2010","4310","6067","511","1244","0","0","0",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"N"
"cronijo01","20","2129","7601","1234","2292","515","118","170","1426","702","20","2010","4310","6067","511","1244","0","0","0",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"N"
"cronijo01","20","2129","7601","1234","2292","515","118","170","1426","702","20","2010","4310","6067","511","1244","0","0","0",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"N"
"cronijo01","20","2129","7601","1234","2292","515","118","170","1426","702","20","2010","4310","6067","511","1244","0","0","0",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"N"
"cronijo01","20","2129","7601","1234","2292","515","118","170","1426","702","20","2010","4310","6067","511","1244","0","0","0",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"N"
"cronijo01","20","2129","7601","1234","2292","515","118","170","1426","702","20","2010","4310","6067","511","1244","0","0","0",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"N"
"cronijo01","20","2129","7601","1234","2292","515","118","170","1426","702","20","2010","4310","6067","511","1244","0","0","0",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"N"
"cronijo01","20","2129","7601","1234","2292","515","118","170","1426","702","20","2010","4310","6067","511","1244","0","0","0",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"N"
"cronijo01","20","2129","7601","1234","2292","515","118","170","1426","702","20","2010","4310","6067","511","1244","0","0","0",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"N"
"cronijo01","20","2129","7601","1234","2292","515","118","170","1426","702","20","2010","4310","6067","511","1244","0","0","0",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"N"
"cronijo01","20","2129","7601","1234","2292","515","118","170","1426","702","20","2010","4310","6067","511","1244","0","0","0",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"Y"
"crosefr01","17","1712","6392","1022","1561","265","66","99","660","819","17","1687","3262","4782","431","981","0","0","0",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"N"
"crosefr01","17","1712","6392","1022","1561","265","66","99","660","819","17","1687","3262","4782","431","981","0","0","0",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"N"
"crosefr01","17","1712","6392","1022","1561","265","66","99","660","819","17","1687","3262","4782","431","981","0","0","0",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"N"
"crosefr01","17","1712","6392","1022","1561","265","66","99","660","819","17","1687","3262","4782","431","981","0","0","0",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"N"
"crosefr01","17","1712","6392","1022","1561","265","66","99","660","819","17","1687","3262","4782","431","981","0","0","0",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"N"
"crosefr01","17","1712","6392","1022","1561","265","66","99","660","819","17","1687","3262","4782","431","981","0","0","0",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"N"
"crossla01","21","2280","9091","1333","2647","411","135","47","1371","91","21","2301","4264","4550","588","316","157","0","0",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"N"
"crossla01","21","2280","9091","1333","2647","411","135","47","1371","91","21","2301","4264","4550","588","316","157","0","0",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"N"
"crowlte01","15","878","1529","174","382","63","1","42","232","182","15","371","816","51","12","46","0","0","0",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"N"
"cruiswa01","10","736","2321","293","644","83","39","30","272","250","9","670","1314","58","52","19","0","0","0",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"N"
"cruzjo01","19","2369","7978","1039","2268","393","95","165","1083","1043","19","4356","8858","251","241","59","0","0","0",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"N"
"cuccito01","15","1704","6184","730","1729","334","46","94","884","497","15","1678","3292","4737","264","899","0","0","0",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"N"
"cuccito01","15","1704","6184","730","1729","334","46","94","884","497","15","1678","3292","4737","264","899","0","0","0",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"N"
"cuyleki01","18","1895","7225","1314","2317","399","158","130","1077","766","17","1823","4059","191","123","44","0","0","0",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"N"
"cuyleki01","18","1895","7225","1314","2317","399","158","130","1077","766","17","1823","4059","191","123","44","0","0","0",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"N"
"cuyleki01","18","1895","7225","1314","2317","399","158","130","1077","766","17","1823","4059","191","123","44","0","0","0",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"N"
"cuyleki01","18","1895","7225","1314","2317","399","158","130","1077","766","17","1823","4059","191","123","44","0","0","0",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"N"
"cuyleki01","18","1895","7225","1314","2317","399","158","130","1077","766","17","1823","4059","191","123","44","0","0","0",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"N"
"cuyleki01","18","1895","7225","1314","2317","399","158","130","1077","766","17","1823","4059","191","123","44","0","0","0",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"N"
"cuyleki01","18","1895","7225","1314","2317","399","158","130","1077","766","17","1823","4059","191","123","44","0","0","0",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"N"
"cuyleki01","18","1895","7225","1314","2317","399","158","130","1077","766","17","1823","4059","191","123","44","0","0","0",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"N"
"cuyleki01","18","1895","7225","1314","2317","399","158","130","1077","766","17","1823","4059","191","123","44","0","0","0",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"N"
"cuyleki01","18","1895","7225","1314","2317","399","158","130","1077","766","17","1823","4059","191","123","44","0","0","0",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"N"
"cuyleki01","18","1895","7225","1314","2317","399","158","130","1077","766","17","1823","4059","191","123","44","0","0","0",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"N"
"cuyleki01","18","1895","7225","1314","2317","399","158","130","1077","766","17","1823","4059","191","123","44","0","0","0",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"N"
"cuyleki01","18","1895","7225","1314","2317","399","158","130","1077","766","17","1823","4059","191","123","44","0","0","0",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"Y"
"dahlebi01","21","2448","9046","1590","2457","413","163","84","1234","271","20","2437","5363","8152","1080","933","0","0","0",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"N"
"dahlebi01","21","2448","9046","1590","2457","413","163","84","1234","271","20","2437","5363","8152","1080","933","0","0","0",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"N"
"danniha01","10","895","2985","363","850","163","26","57","399","220","10","806","3282","456","58","64","32","0","0",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"N"
"danniha01","10","895","2985","363","850","163","26","57","399","220","10","806","3282","456","58","64","32","0","0",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"N"
"daubeja01","15","2026","7719","1122","2336","250","167","56","723","494","15","2014","19756","1135","183","1204","0","0","0",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"N"
"daubeja01","15","2026","7719","1122","2336","250","167","56","723","494","15","2014","19756","1135","183","1204","0","0","0",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"N"
"daubeja01","15","2026","7719","1122","2336","250","167","56","723","494","15","2014","19756","1135","183","1204","0","0","0",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"N"
"daubeja01","15","2026","7719","1122","2336","250","167","56","723","494","15","2014","19756","1135","183","1204","0","0","0",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"N"
"daubeja01","15","2026","7719","1122","2336","250","167","56","723","494","15","2014","19756","1135","183","1204","0","0","0",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"N"
"daubeja01","15","2026","7719","1122","2336","250","167","56","723","494","15","2014","19756","1135","183","1204","0","0","0",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"N"
"dauerri01","10","1159","3890","452","995","195","3","44","377","224","10","1227","2156","2865","75","673","0","0","0",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"N"
"daultda01","14","1183","3694","525","909","203","25","140","598","736","14","1185","6095","487","77","104","66","701","290",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"N"
"daviser01","17","1651","5394","945","1444","241","26","284","946","1419","17","2952","6031","120","92","26","0","0","0",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"N"
"davisha01","22","1771","6714","1009","1856","366","145","75","958","53","20","1758","16015","1026","388","695","0","0","0",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"N"
"davisha01","22","1771","6714","1009","1856","366","145","75","958","53","20","1758","16015","1026","388","695","0","0","0",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"N"
"davissp01","16","1460","4257","388","1314","244","22","77","648","326","16","1289","4423","688","84","101","54","0","0",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"N"
"davissp01","16","1460","4257","388","1314","244","22","77","648","326","16","1289","4423","688","84","101","54","0","0",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"N"
"davisto02","18","2019","7290","813","2142","274","37","153","1057","758","15","2739","4349","393","162","88","0","0","0",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"N"
"dawsoan01","21","2642","9986","1376","2785","504","99","438","1594","1525","20","4689","10332","310","186","61","0","0","0",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"N"
"dawsoan01","21","2642","9986","1376","2785","504","99","438","1594","1525","20","4689","10332","310","186","61","0","0","0",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"N"
"dawsoan01","21","2642","9986","1376","2785","504","99","438","1594","1525","20","4689","10332","310","186","61","0","0","0",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"N"
"dawsoan01","21","2642","9986","1376","2785","504","99","438","1594","1525","20","4689","10332","310","186","61","0","0","0",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"N"
"dawsoan01","21","2642","9986","1376","2785","504","99","438","1594","1525","20","4689","10332","310","186","61","0","0","0",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"N"
"dawsoan01","21","2642","9986","1376","2785","504","99","438","1594","1525","20","4689","10332","310","186","61","0","0","0",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"N"
"dawsoan01","21","2642","9986","1376","2785","504","99","438","1594","1525","20","4689","10332","310","186","61","0","0","0",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"N"
"dawsoan01","21","2642","9986","1376","2785","504","99","438","1594","1525","20","4689","10332","310","186","61","0","0","0",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"N"
"dawsoan01","21","2642","9986","1376","2785","504","99","438","1594","1525","20","4689","10332","310","186","61","0","0","0",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"Y"
"decindo01","15","1672","5898","791","1529","318","29","239","888","917","15","1651","1510","3403","214","377","0","0","0",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"N"
"delahed01","16","1835","7505","1599","2596","522","185","101","1464","244","16","1857","6071","1058","434","293","0","0","0",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"N"
"delahed01","16","1835","7505","1599","2596","522","185","101","1464","244","16","1857","6071","1058","434","293","0","0","0",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"N"
"delahed01","16","1835","7505","1599","2596","522","185","101","1464","244","16","1857","6071","1058","434","293","0","0","0",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"N"
"delahed01","16","1835","7505","1599","2596","522","185","101","1464","244","16","1857","6071","1058","434","293","0","0","0",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"N"
"delahed01","16","1835","7505","1599","2596","522","185","101","1464","244","16","1857","6071","1058","434","293","0","0","0",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"N"
"delahed01","16","1835","7505","1599","2596","522","185","101","1464","244","16","1857","6071","1058","434","293","0","0","0",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"N"
"delahed01","16","1835","7505","1599","2596","522","185","101","1464","244","16","1857","6071","1058","434","293","0","0","0",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"N"
"delahed01","16","1835","7505","1599","2596","522","185","101","1464","244","16","1857","6071","1058","434","293","0","0","0",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"Y"
"delgaca01","17","2045","7320","1249","2051","486","18","477","1523","1751","17","1895","15412","1075","136","1505","0","0","0",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"N"
"dentbu01","12","1416","4595","455","1137","171","23","40","438","353","12","1412","2153","4400","161","848","0","0","0",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"N"
"dickebi01","17","1827","6445","949","2006","344","73","207","1233","301","17","1746","8188","973","110","140","76","6","11",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"N"
"dickebi01","17","1827","6445","949","2006","344","73","207","1233","301","17","1746","8188","973","110","140","76","6","11",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"N"
"dickebi01","17","1827","6445","949","2006","344","73","207","1233","301","17","1746","8188","973","110","140","76","6","11",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"N"
"dickebi01","17","1827","6445","949","2006","344","73","207","1233","301","17","1746","8188","973","110","140","76","6","11",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"N"
"dickebi01","17","1827","6445","949","2006","344","73","207","1233","301","17","1746","8188","973","110","140","76","6","11",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"N"
"dickebi01","17","1827","6445","949","2006","344","73","207","1233","301","17","1746","8188","973","110","140","76","6","11",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"N"
"dickebi01","17","1827","6445","949","2006","344","73","207","1233","301","17","1746","8188","973","110","140","76","6","11",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"N"
"dickebi01","17","1827","6445","949","2006","344","73","207","1233","301","17","1746","8188","973","110","140","76","6","11",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"N"
"dickebi01","17","1827","6445","949","2006","344","73","207","1233","301","17","1746","8188","973","110","140","76","6","11",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"N"
"dickebi01","17","1827","6445","949","2006","344","73","207","1233","301","17","1746","8188","973","110","140","76","6","11",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"N"
"dickebi01","17","1827","6445","949","2006","344","73","207","1233","301","17","1746","8188","973","110","140","76","6","11",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"Y"
"dimagdo01","11","1406","5667","1048","1687","311","57","87","621","573","10","1380","3879","150","89","33","0","0","0",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"N"
"dimagdo01","11","1406","5667","1048","1687","311","57","87","621","573","10","1380","3879","150","89","33","0","0","0",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"N"
"dimagdo01","11","1406","5667","1048","1687","311","57","87","621","573","10","1380","3879","150","89","33","0","0","0",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"N"
"dimagdo01","11","1406","5667","1048","1687","311","57","87","621","573","10","1380","3879","150","89","33","0","0","0",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"N"
"dimagdo01","11","1406","5667","1048","1687","311","57","87","621","573","10","1380","3879","150","89","33","0","0","0",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"N"
"dimagdo01","11","1406","5667","1048","1687","311","57","87","621","573","10","1380","3879","150","89","33","0","0","0",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"N"
"dimagdo01","11","1406","5667","1048","1687","311","57","87","621","573","10","1380","3879","150","89","33","0","0","0",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"N"
"dimagdo01","11","1406","5667","1048","1687","311","57","87","621","573","10","1380","3879","150","89","33","0","0","0",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"N"
"dimagdo01","11","1406","5667","1048","1687","311","57","87","621","573","10","1380","3879","150","89","33","0","0","0",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"N"
"dimagjo01","13","1787","7020","1417","2268","395","131","369","1567","392","13","1773","4679","153","106","30","0","0","0",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"N"
"dimagjo01","13","1787","7020","1417","2268","395","131","369","1567","392","13","1773","4679","153","106","30","0","0","0",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"N"
"dimagjo01","13","1787","7020","1417","2268","395","131","369","1567","392","13","1773","4679","153","106","30","0","0","0",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"N"
"dimagjo01","13","1787","7020","1417","2268","395","131","369","1567","392","13","1773","4679","153","106","30","0","0","0",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"Y"
"disarga01","12","1086","3744","444","966","186","20","28","355","306","12","1081","1648","3197","131","675","0","0","0",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"N"
"dobyla01","13","1543","5386","961","1524","244","52","254","972","1019","13","2087","5195","126","80","41","0","0","0",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"N"
"dobyla01","13","1543","5386","961","1524","244","52","254","972","1019","13","2087","5195","126","80","41","0","0","0",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"N"
"dobyla01","13","1543","5386","961","1524","244","52","254","972","1019","13","2087","5195","126","80","41","0","0","0",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"N"
"dobyla01","13","1543","5386","961","1524","244","52","254","972","1019","13","2087","5195","126","80","41","0","0","0",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"Y"
"doerrbo01","14","1871","7115","1095","2051","382","89","224","1250","610","14","1858","4945","5742","214","1510","0","0","0",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"N"
"doerrbo01","14","1871","7115","1095","2051","382","89","224","1250","610","14","1858","4945","5742","214","1510","0","0","0",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"N"
"doerrbo01","14","1871","7115","1095","2051","382","89","224","1250","610","14","1858","4945","5742","214","1510","0","0","0",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"N"
"doerrbo01","14","1871","7115","1095","2051","382","89","224","1250","610","14","1858","4945","5742","214","1510","0","0","0",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"N"
"doerrbo01","14","1871","7115","1095","2051","382","89","224","1250","610","14","1858","4945","5742","214","1510","0","0","0",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"N"
"doerrbo01","14","1871","7115","1095","2051","382","89","224","1250","610","14","1858","4945","5742","214","1510","0","0","0",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"N"
"doerrbo01","14","1871","7115","1095","2051","382","89","224","1250","610","14","1858","4945","5742","214","1510","0","0","0",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"N"
"doerrbo01","14","1871","7115","1095","2051","382","89","224","1250","610","14","1858","4945","5742","214","1510","0","0","0",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"N"
"doerrbo01","14","1871","7115","1095","2051","382","89","224","1250","610","14","1858","4945","5742","214","1510","0","0","0",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"N"
"doerrbo01","14","1871","7115","1095","2051","382","89","224","1250","610","14","1858","4945","5742","214","1510","0","0","0",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"N"
"doerrbo01","14","1871","7115","1095","2051","382","89","224","1250","610","14","1858","4945","5742","214","1510","0","0","0",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"N"
"doerrbo01","14","1871","7115","1095","2051","382","89","224","1250","610","14","1858","4945","5742","214","1510","0","0","0",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"N"
"doerrbo01","14","1871","7115","1095","2051","382","89","224","1250","610","14","1858","4945","5742","214","1510","0","0","0",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"N"
"doerrbo01","14","1871","7115","1095","2051","382","89","224","1250","610","14","1858","4945","5742","214","1510","0","0","0",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"N"
